DATE,ALUMÍNIO,ARSÊNIO,BORO,BÁRIO,CHUMBO,CIANETO,COBALTO,COBRE,COLIFORMES_TERMOTOLERANTES,COR_VERDADEIRA,CROMO,CROMO_HEXAVALENTE,CÁDMIO,DBO,DQO,ENTIDADE,ESTANHO,FENOL,FERRO,FLUORETO,FÓSFORO,LÍTIO,MANGANÊS,MERCÚRIO,MOLIBDÊNIO,NITROGÊNIO,NITROGÊNIO_AMONIACAL,NITROGÊNIO_KJELDAHL,NÍQUEL,PH,PRATA,SURFACTANTES,SÓLIDOS,ÍNDICE_DE_FENÓIS,ÓLEOS
2012-01,0.131,,,0.017,,0.005,,,64880.0,,108.0,,,,15.0,P2,46.0,,,0.126,2.21,0.002,0.255,,0.002,,51.9,,,,,,,,
2012-03,1.84,,59.0,0.012,,,0.019,4.04,435200.0,,200.0,0.017,0.009000000000000001,,32.0,P2,95.1,,0.034,0.581,0.17,0.042,4.4,0.909,7.2,,69.5,,,,,,,,
2012-09,0.151,,0.631,0.032,,,,,520.0,,37.0,0.005,,,14.0,P2,42.0,,,0.317,1.67,0.001,0.12300000000000001,,0.002,,6.4,,,,,,,,
2012-11,1.04,0.023,,,,,,,98040.0,,140.0,0.01,,,92.0,P2,261.0,,0.021,0.068,7.03,,0.07,,,,83.8,,0.005,,,,,,
2013-01,,,,,,,,,29090.0,88.0,,,,,9.3,P2,,,,,3.1,,,,,10.7,,,,6.9,,0.21,,,
2013-02,,,,,,,,,25900.0,74.0,,,,34.0,116.2,P2,,,,,2.6,,,,,14.425,,,,6.7,,0.31,13.3,,10.0
2013-03,,,,,,,,,36400.0,,,,,16.0,4.1,P2,,,,,5.9,,,,,42.675,,,,7.9,,0.37,16.7,,15.6
2013-04,,,,,,,,,92080.0,290.0,,,,19.0,41.1,P2,,,,,,,,,,33.9,,,,7.2,,,17.0,,
2013-05,0.11833333333333333,,0.037000000000000005,0.035,,0.011,0.001,0.005,50670.0,182.0,0.004,,,16.5,38.65,P2,,0.016666666666666666,1.0826666666666667,0.241,3.7199999999999998,0.0013333333333333333,0.208,,,57.875,14.310000000000002,18.233333333333334,0.035,7.1,,0.49,2.4,,10.0
2013-06,,,,,,,,,98500.0,353.0,,,,20.0,83.9,P2,,,,,6.1,,,,,42.5,,,,7.3,,0.37,11.7,,10.0
2013-07,0.218,0.002,,0.036000000000000004,0.003,,,0.009000000000000001,123695.0,109.0,0.004,,,36.0,185.75,P2,,,0.973,1.27,2.21,0.001,0.201,,0.002,29.799999999999997,47.3,47.6,0.004,7.4,,0.6,16.5,,10.0
2013-08,,,,,,,,,119800.0,52.97,,,,86.0,12.8,P2,,,,,3.0,,,,,39.349999999999994,,,,7.5,,0.28,14.1,,11.4
2013-09,,,,,,,,,261300.0,97.125,,,,28.0,96.5,P2,,,,,3.2,,,,,34.575,,,,7.6,,0.15,7.7,,13.1
2013-10,,,,,,,,,261300.0,100.225,,,,40.6,24.0,P2,,,,,5.1,,,,,34.325,,,,7.8,,0.14,11.5,,12.2
2013-11,,,,,,,,,,20.0,,,,,,P2,,,,,,,,,,,,,,,,,,,
2013-12,,,,,,,,,67000.0,1597.2,,,,24.0,34.1,P2,,,,,2.9,,,,,20.2,,,,7.7,,0.1,2.9,,10.0
2014-01,,,,,,,,,67000.0,74.0,,,,21.5,20.2,P2,,,,,2.5,,,,,14.75,,,,7.6,,0.11,10.0,,18.0
2014-02,,,,,,,,,77010.0,30.0,,,,20.0,74.6,P2,,,,,1.06,,,,,13.700000000000001,,,,7.5,,0.14,19.2,,10.0
2014-03,0.053,,,0.026000000000000002,,,,,198630.0,25.0,,,,8.219999999999999,23.35,P2,,0.02,0.418,0.986,1.59,,0.12300000000000001,,,20.325000000000003,18.2,22.9,0.001,7.3,,0.1,9.3,,10.0
2014-04,,,,,,,,,4100.0,40.0,,,,22.0,20.8,P2,,,,,2.4,,,,,24.625000000000004,,,,7.6,,0.1,4.0,,10.0
2014-05,0.173,0.001,0.029,0.085,,,,0.005,174893.33333333334,70.0,,,,31.166666666666668,78.5,P2,,,1.81,1.1,6.6000000000000005,0.003,0.44299999999999995,,,49.325,64.9,74.8,,7.9,,0.17,3.5,,15.5
2014-06,0.073,,,0.023000000000000003,0.174,0.011,0.004,0.06,2832325.0,,0.008,,,21.075,46.125,P2,,0.098,0.676,1.11,2.8575,0.002,0.06933333333333333,,0.003,44.9,36.53333333333333,37.733333333333334,0.043,8.0,,,5.7,,10.0
2014-07,,,,,,,,,,,,,,,,P2,,,,,,,,,,,,,,,,0.1,,,
2014-08,,,,,,,,,,,,,,29.0,360.8,P2,,,,,7.8,,,,,81.275,,,,8.1,,0.15,12.5,,10.0
2014-09,,,,,,,,,24810.0,,,,,35.0,46.1,P2,,,,,4.9,,,,,34.96,,,,7.8,,0.1,4.2,,10.0
2014-10,,,,,,,,,73000.0,,,,,72.0,61.6,P2,,,,,4.6,,,,,43.56666666666667,,,,7.7,,0.1,4.8,,10.0
2014-11,,,,,,,,,663000.0,,,,,22.5,48.1,P2,,,,,4.65,,,,,37.4,,,,7.5,,0.1,4.5,,10.0
2014-12,,,,,,,,,41000.0,,,,,16.5,37.2,P2,,,,,6.64,,,,,8.466666666666667,,,,7.5,,0.1,3.2,,13.3
2015-01,0.09,0.01,0.08,0.04,0.01,0.05,0.01,0.015,624000.0,20.0,0.01,0.01,0.001,3.25,20.45,P2,0.01,,1.06,0.9,0.7,0.01,0.08,0.01,0.01,9.1,17.0,25.0,0.01,7.4,10.0,0.1,4.8,0.02,10.0
2015-02,,,,,,,,,12100.0,30.0,,,,4.0,19.8,P2,,,,,4.1,,,,,6.4,,,,7.5,,0.1,6.6,,10.0
2015-03,,,,,,,,,624000.0,35.0,,,,43.0,82.3,P2,,,,,7.6,,,,,16.95,,,,7.0,,0.6,23.0,,11.4
2015-04,0.06,0.01,0.02,0.04,0.01,0.05,0.01,0.005,111990.0,50.0,0.01,0.01,0.001,40.0,61.6,P2,0.01,,0.33,1.5,6.15,0.01,0.18,0.075,0.01,30.76666666666667,88.7,100.0,0.01,7.1,10.0,0.9,5.9,0.02,10.2
2015-05,,,,,,,,,11870.0,50.0,,,,32.0,50.6,P2,,,,,6.0,,,,,14.224999999999998,,,,7.6,,0.16,1.9,,10.0
2015-06,,,,,,,,,111990.0,50.0,,,,73.0,85.2,P2,,,,,3.0,,,,,14.325,,,,7.1,,0.67,7.9,,10.0
2015-07,0.09,0.01,0.07,0.04,0.01,0.05,0.01,0.005,461100.0,45.0,0.01,0.01,0.001,52.0,51.65,P2,0.01,,0.609,0.64,4.7700000000000005,0.01,0.165,0.075,0.01,20.983333333333334,66.3,71.5,0.01,6.9,10.0,0.8,10.3,0.02,11.5
2015-08,,,,,,,,,11870.0,25.0,,,,11.0,44.1,P2,,,,,4.4,,,,,17.25,,,,7.8,,0.1,6.0,,14.5
2015-09,,,,,,,,,24300.0,30.0,,,,31.5,69.6,P2,,,,,5.3,,,,,39.98,,,,7.7,,0.1,10.5,,13.4
2015-10,0.07,0.01,0.03,0.04,0.01,5e-05,0.01,0.005,1236000.0,50.0,0.01,0.01,0.001,25.25,58.0,P2,0.01,,0.53,0.4,3.6550000000000002,0.01,0.18,0.075,0.01,42.12,66.2,75.6,0.01,6.9,10.0,0.42,9.4,0.02,6.3
2015-11,,,,,,,,,12740.0,35.0,,,,20.0,20.2,P2,,,,,4.2,,,,,42.5,,,,7.8,,0.1,14.0,,10.0
2015-12,,,,,,,,,48800000.0,30.0,,,,14.5,13.3,P2,,,,,5.1,,,,,23.96666666666667,,,,7.3,,0.8,6.0,,10.0
2016-01,0.16,0.01,0.05,0.046,0.055,0.005,0.01,0.028999999999999998,33000.0,50.0,0.009000000000000001,0.0005,0.004,11.633333333333333,30.96666666666667,P2,0.05,0.003,0.964,0.925,3.573333333333333,0.09,0.055999999999999994,0.0001,0.01,16.225,20.0,20.0,0.01,7.8,,0.1,2.1,,10.0
2016-02,,,,,,,,,79000.0,40.0,,,,16.0,38.6,P2,,,,,1.7,,,,,10.175,,,,7.7,,0.1,7.8,,10.4
2016-03,,,,,,,,,1.8,40.0,,,,20.0,34.6,P2,,,,,6.4,,,,,35.28,,,,7.7,,0.1,5.8,,10.0
2016-04,0.22699999999999998,0.01,0.05,0.016,0.006,0.005,0.01,0.019,1.8,70.0,0.009000000000000001,0.0005,0.004,18.333333333333332,49.666666666666664,P2,0.05,0.01,1.07,0.6559999999999999,6.34,0.09,0.11,0.0001,0.01,47.94,40.0,40.0,0.01,7.3,,0.11,12.9,,10.2
2016-05,,,,,,,,,1.08,70.0,,,,44.0,75.7,P2,,,,,7.7,,,,,77.725,,,,7.3,,2.03,10.1,,12.8
2016-06,,,,,,,,,3500.0,70.0,,,,35.5,134.0,P2,,,,,9.2,,,,,85.82499999999999,,,,8.4,,0.1,16.6,,10.0
2016-07,0.8370000000000001,0.01,0.05,0.028999999999999998,0.006,0.005,0.01,0.005,490.0,70.0,0.009000000000000001,0.005,0.004,32.25,86.85,P2,0.05,0.003,1.89,0.6779999999999999,3.1399999999999997,0.09,0.175,0.0001,0.01,29.279999999999994,30.0,35.0,0.01,7.4,,2.4,12.1,,10.0
2016-08,,,,,,,,,230.0,70.0,,,,52.0,84.3,P2,,,,,3.4,,,,,35.8,,,,6.5,,0.17,10.5,,10.0
2016-09,,,,,,,,,270.0,50.0,,,,26.0,65.1,P2,,,,,6.5,,,,,36.775,,,,7.4,,0.14,10.7,,18.2
2016-10,0.519,0.01,0.05,0.036000000000000004,0.006,0.005,0.01,0.005,220.0,100.0,0.009000000000000001,0.0005,0.004,37.25,86.95,P2,0.05,0.1,1.68,0.6609999999999999,6.875,0.09,0.192,1.0,0.01,44.85,24.6,38.1,0.01,7.6,,0.1,18.0,,33.0
2016-11,,,,,,,,,170.0,100.0,,,,33.0,131.6,P2,,,,,4.8,,,,,33.220000000000006,,,,7.2,,0.1,42.1,,30.4
2016-12,,,,,,,,,1100.0,50.0,,,,10.0,14.0,P2,,,,,5.6,,,,,20.633333333333336,,,,6.1,,0.1,2.2,,19.1
2017-01,0.271,0.01,0.05,0.042,0.006,0.005,0.01,0.045,23000.0,40.0,0.009000000000000001,0.0005,0.004,50.4,87.7,P2,0.05,0.04,1.23,0.8240000000000001,2.675,0.09,0.09,1.0,0.01,8.95,11.9,14.8,0.01,7.2,,0.1,5.7,,10.0
2017-02,,,,,,,,,46000.0,30.0,,,,10.0,123.0,P2,,,,,4.5,,,,,11.3,,,,7.4,,0.1,3.6,,20.5
2017-03,,,,,,,,,49000.0,50.0,,,,18.0,53.9,P2,,,,,9.1,,,,,47.94,,,,7.5,,1.25,26.7,,10.4
2017-04,0.7879999999999999,0.01,0.05,0.078,0.006,0.005,0.01,0.021,40000.0,50.0,0.009000000000000001,0.0005,0.004,21.666666666666668,42.0,P2,0.05,0.04,0.45899999999999996,1.476,6.468666666666667,0.09,0.24100000000000002,1.0,0.01,31.53333333333333,51.6,57.3,0.01,7.050000000000001,,0.11,66.5,,15.0
2017-05,,,,,,,,,47000.0,30.0,,,,67.0,85.0,P2,,,,,8.0,,,,,50.739999999999995,,,,6.8,,2.06,9.8,,9.8
2017-06,,,,,,,,,22000.0,30.0,,,,11.0,25.0,P2,,,,,2.6,,,,,28.525,,,,7.7,,0.37,13.5,,12.0
2017-07,0.324,0.01,0.15,0.115,0.006,0.005,0.01,0.005,28000.0,30.0,0.009000000000000001,0.0005,0.004,33.5,67.9,P2,0.05,0.04,1.216,0.725,3.974,0.09,0.185,1.0,0.01,24.3,20.4,25.4,0.01,7.6,,0.1,27.8,,14.7
2017-08,,,,,,,,,17000.0,20.0,,,,96.0,114.2,P2,,,,,4.4,,,,,53.14,,,,6.8,,1.44,24.5,,10.0
2017-09,,,,,,,,,14000.0,50.0,,,,46.0,255.4,P2,,,,,7.7,,,,,54.3,,,,7.9,,0.1,18.8,,10.0
2017-10,0.24,0.01,0.05,0.054000000000000006,0.006,0.005,0.01,0.106,17000.0,10.0,0.009000000000000001,0.0005,0.004,29.0,45.6,P2,0.05,0.04,1.2,0.355,5.095000000000001,0.09,0.4,1.0,0.01,40.15,14.66,17.69,0.01,7.9,,0.11,16.9,,15.5
2017-11,,,,,,,,,11000.0,50.0,,,,13.5,99.6,P2,,,,,5.3,,,,,44.94,,,,7.5,,0.12,282.7,,15.2
2017-12,,,,,,,,,14000.0,45.0,,,,51.0,59.6,P2,,,,,3.47,,,,,49.13333333333333,,,,6.6,,1.47,19.3,,10.0
2018-01,0.13,0.01,0.05,0.03,0.006,0.05,0.01,0.009000000000000001,54000.0,20.0,0.009000000000000001,0.02,0.004,9.0,16.8,P2,0.05,0.04,0.75,0.508,2.62,0.09,0.04,0.1,0.1,1.65,31.745,34.999,0.1,6.6,0.1,0.1,8.8,,17.1
2018-02,,,,,,,,,490.00000000000006,10.0,,,,50.0,40.0,P2,,,,,1.3,,,,,19.575000000000003,,,,6.6,,0.12,13.1,,10.0
2018-03,,,,,,,,,240000.0,20.0,,,,66.0,67.4,P2,,,,,7.1,,,,,67.2,,,,7.3,,1.95,15.6,,16.5
2018-04,0.21,0.01,0.17800000000000002,0.11599999999999999,0.006,0.05,0.01,0.01,350000.0,20.0,0.009000000000000001,0.02,0.004,50.0,60.8,P2,0.05,0.04,1.236,0.7609999999999999,6.6155,0.09,0.187,0.1,0.1,68.25,,,0.1,7.4,0.1,1.9,29.3,,11.3
2018-05,,,,,,,,,110000.0,10.0,,,,48.0,83.7,P2,,,,,6.2,,,,,77.675,,,,7.2,,2.47,9.5,,12.2
2018-06,,,,,,,,,78.0,40.0,,,,81.0,51.5,P2,,,,,5.8,,,,,73.47500000000001,,,,7.9,,2.6,21.3,,10.0
2018-07,0.305,0.01,0.07,0.20199999999999999,0.006,0.02,0.01,0.021,70000.0,30.0,0.009000000000000001,0.02,0.004,15.75,69.9,P2,0.05,0.04,1.286,0.626,4.3325,0.09,0.159,0.1,0.1,26.075000000000003,,,0.1,7.9,0.1,0.19,23.1,,10.0
2018-08,,,,,,,,,460.0,5.0,,,,51.0,25.6,P2,,,,,5.6,,,,,45.879999999999995,,,,6.7,,2.2,12.2,,20.6
2018-09,,,,,,,,,9200.0,5.0,,,,26.0,57.8,P2,,,,,4.7,,,,,43.325,,,,7.7,,0.13,9.8,,10.0
2018-10,0.362,0.01,0.05,0.033,0.006,0.02,0.01,0.01,9200.0,30.0,0.009000000000000001,0.02,0.004,14.0,23.5,P2,0.05,0.04,1.297,0.142,4.889333333333334,0.09,0.075,0.1,0.1,18.359999999999996,,,0.1,7.4,0.1,0.23,8.2,,10.0
2018-11,,,,,,,,,3500.0,30.0,,,,43.0,86.2,P2,,,,,5.03,,,,,29.1,,,,8.1,,0.11,8.8,,10.0
2018-12,,,,,,,,,33000.0,30.0,,,,17.0,15.0,P2,,,,,5.8,,,,,23.333333333333332,,,,6.6,,1.7,6.2,,10.0
2019-01,0.05,0.01,0.05,0.054000000000000006,0.006,0.02,0.006,0.01,16000.0,30.0,0.009000000000000001,0.02,0.004,17.8,47.9,P2,0.05,0.04,1.987,0.1,3.2386666666666666,0.09,0.342,0.1,0.01,29.060000000000002,39.269,42.015,0.01,13.6,0.01,0.93,6.84,,13.6
2019-02,,,,,,,,,350000.0,20.0,,,,5.0,32.6,P2,,,,,1.6,,,,,32.5,,,,7.2,,0.66,8.8,,10.0
2019-03,,,,,,,,,540000.0,10.0,,,,24.0,42.8,P2,,,,,4.79,,,,,59.375,,,,6.9,,1.48,7.2,,10.0
2019-04,0.43799999999999994,0.01,0.058,0.024,0.006,0.02,0.01,0.01,23000.0,50.0,0.009000000000000001,0.02,0.004,44.666666666666664,152.7,P2,0.05,0.11,1.5119999999999998,0.8490000000000001,5.841999999999999,0.09,0.16399999999999998,0.1,0.01,72.025,64.319,82.73700000000002,0.01,,0.01,2.17,,,10.0
2019-05,,,,,,,,,23000.0,25.0,,,,54.0,57.1,P2,,,,,3.9,,,,,44.62,,,,7.2,,1.51,18.5,,16.0
2019-06,,,,,,,,,240000.0,25.0,,,,70.0,192.7,P2,,,,,4.44,,,,,44.825,,,,6.9,,0.66,65.8,,17.0
2019-07,0.165,,0.317,0.033,,,,,240000.0,30.0,,,,40.333333333333336,99.9,P2,,,1.2109999999999999,,3.717333333333334,,0.225,,,34.239999999999995,41.95,46.48,,6.3,,2.0,21.1,,14.2
2019-08,,,,,,,,,540000.0,45.0,,,,68.0,79.4,P2,,,,,3.2,,,,,56.625,,,,7.3,,1.24,13.6,,10.0
2019-09,,,,,,,,,46000.0,19.0,,,,72.0,72.8,P2,,,,,6.6,,,,,76.725,,,,7.2,,1.4,16.6,,10.0
2019-10,0.376,,,0.027000000000000003,,,,0.017,350000.0,20.0,,,,53.5,69.9,P2,,,1.305,0.963,4.084,,0.165,,,45.660000000000004,47.845,51.63399999999999,,6.7,,1.65,11.4,,10.0
2019-11,,,,,,,,,3500.0,19.0,,,,2.0,44.7,P2,,,,,2.9,,,,,42.825,,,,6.3,,1.52,11.4,,14.8
2019-12,,,,,,,,,3500.0,19.0,,,,11.5,40.2,P2,,,,,5.0,,,,,40.766666666666666,,,,6.5,,1.22,9.8,,10.0
